Y 4	80661	Congress
Y 3	23225	Congress
A 13	12660	Agriculture
NAS 1	9961	National Aeronautics and Space Administration
Y 1	9510	Congress
I 28	9471	Interior Department
C 3	7376	Commerce Department
HE 20	6689	Health and Human Services Department
D 101	6654	Defense Department
A 1	6248	Agriculture
GA 1	6000	Government Accountability Office
I 19	5726	Interior Department
S 1	4620	State Department
C 13	4023	Commerce Department
EP 1	3131	Environmental protection Agency
ED 1	2913	Education Department
I 49	2790	Interior Department
L 2	2485	Labor Department
I 29	2066	Interior Department
C 55	1929	Commerce Department
D 103	1811	Defense Department
I 1	1592	Interior Department
S 9	1359	State Department
PREX 3	1206	Executive Office of the President
A 17	1198	Agriculture
HH 1	1198	Housing and Urban Development Department
E 1	1106	Energy Department
TD 2	1031	Transportation Department
C 22	1012	Commerce Department
FEM 1	1001	
J 1	960	Justice Department
FS 5	947	
AE 2	919	National Archives and Records Administration
J 28	917	Justice Department
D 301	893	Defense Department
A 57	834	Agriculture
C 18	773	Commerce Department
ITC 1	750	International Trade Commission
C 61	734	Commerce Department
L 1	731	Labor Department
I 53	710	Interior Department
HH 10	619	Housing and Urban Development Department
TC 1	618	
TD 4	605	Transportation Department
D 1	600	Defense Department
SI 1	597	Smithsonian Institution
SBA 1	578	Small Business Administration
A 93	562	Agriculture
Y 10	556	Congress
T 22	551	Treasury Department
D 5	550	Defense Department
TD 1	550	Transportation Department
VA 1	534	Veterans Affairs Department
I 27	512	Interior Department
C 1	495	Commerce Department
TD 7	492	Transportation Department
HE 19	471	Health and Human Services Department
J 26	462	Justice Department
TD 8	456	Transportation Department
CR 1	425	Civil Rights Commission
TD 5	406	Transportation Department
D 207	405	Defense Department
J 29	402	Justice Department
PM 1	391	Personnel Management Office
D 114	391	Defense Department
L 13	386	Labor Department
L 37	380	Labor Department
GS 4	377	General Services Administration
HE 23	364	Health and Human Services Department
HE 1	361	Health and Human Services Department
LC 1	347	Library of Congress
L 35	333	Labor Department
NS 1	318	National Science Foundation
SI 3	301	Smithsonian Institution
D 214	300	Defense Department
J 32	298	Justice Department
FS 2	296	
L 38	292	Labor Department
PREX 1	276	Executive Office of the President
AE 1	266	National Archives and Records Administration
L 36	266	Labor Department
ER 1	255	
A 77	246	Agriculture
D 201	246	Defense Department
HE 22	241	Health and Human Services Department
CS 1	238	
C 56	231	Commerce Department
HE 3	231	Health and Human Services Department
P 1	228	United States Postal Service
FT 1	225	Federal Trade Commission
C 57	206	Commerce Department
T 17	205	Treasury Department
FR 1	204	Federal Reserve System Board of Governors
JU 13	204	Judiciary
A 88	203	Agriculture
PREX 2	201	Executive Office of the President
PR 32	187	President of the United States
E 3	186	Energy Department
L 29	185	Labor Department
A 92	181	Agriculture
PR 40	181	President of the United States
EP 5	176	Environmental protection Agency
A 105	176	Agriculture
EP 2	176	Environmental protection Agency
T 1	174	Treasury Department
FW 4	172	
S 18	172	State Department
L 16	168	Labor Department
A 98	167	Agriculture
I 20	165	Interior Department
C 51	163	Commerce Department
PE 1	155	Peace Corps
C 46	155	Commerce Department
LC 19	151	Library of Congress
FS 14	150	
A 67	146	Agriculture
NF 3	144	National Foundation on the Arts and the Humanities
IC 1	144	Interstate Commerce Commission
SSA 1	143	Social Security Administration
FS 3	141	
TD 3	137	Transportation Department
A 101	133	Agriculture
D 208	128	Defense Department
NF 2	126	National Foundation on the Arts and the Humanities
GS 1	125	General Services Administration
C 59	121	Commerce Department
FS 13	120	
PR 42	117	President of the United States
AA 1	117	
D 7	117	Defense Department
C 60	115	Commerce Department
I 72	114	Interior Department
LC 30	114	Library of Congress
C 21	112	Commerce Department
J 24	111	Justice Department
EP 6	109	Environmental protection Agency
C 47	107	Commerce Department
C 41	105	Commerce Department
D 305	103	Defense Department
HE 5	102	Health and Human Services Department
GP 3	101	Government Printing Office
T 70	101	Treasury Department
D 2	99	Defense Department
HE 17	99	Health and Human Services Department
I 16	98	Interior Department
PR 36	95	President of the United States
JU 10	94	Judiciary
LC 3	92	Library of Congress
D 209	92	Defense Department
W 1	87	
Y 7	87	Congress
E 2	86	Energy Department
D 210	86	Defense Department
A 82	85	Agriculture
FS 17	84	
C 39	84	Commerce Department
PR 39	82	President of the United States
J 21	80	Justice Department
SI 8	76	Smithsonian Institution
T 63	76	Treasury Department
PREX 14	76	Executive Office of the President
PREX 26	75	Executive Office of the President
C 4	75	Commerce Department
D 206	74	Defense Department
PRVP 42	73	Vice President of the United States
EP 7	73	Environmental protection Agency
D 105	69	Defense Department
PR 37	69	President of the United States
A 110	68	Agriculture
C 42	67	Commerce Department
SE 1	67	Securities and Exchange Commission
CC 1	67	Federal Communications Commission
CSA 1	67	
I 33	66	Interior Department
NMB 1	65	National Mediation Board
D 104	65	Defense Department
I 70	64	Interior Department
A 106	63	Agriculture
D 12	63	Defense Department
EP 4	62	Environmental protection Agency
FE 1	61	
LC 14	59	Library of Congress
C 31	59	Commerce Department
LR 1	57	National Labor Relations Board
A 62	56	Agriculture
C 6	56	Commerce Department
SI 6	55	Smithsonian Institution
AC 1	53	
D 211	52	Defense Department
GS 2	51	General Services Administration
J 16	51	Justice Department
L 5	50	Labor Department
D 110	50	Defense Department
GP 1	50	Government Printing Office
D 14	49	Defense Department
MS 1	48	Merit Systems Protection Board
L 7	48	Labor Department
I 69	48	Interior Department
HE 24	45	Health and Human Services Department
I 66	45	Interior Department
PREX 23	42	Executive Office of the President
TD 11	41	Transportation Department
TD 10	41	Transportation Department
NCU 1	41	National Credit Union Administration
PR 41	40	President of the United States
