Y 4	78756	Congress
Y 3	20933	Congress
A 13	12546	Agriculture
NAS 1	9892	National Aeronautics and Space Administration
I 28	9277	Interior Department
Y 1	9136	Congress
C 3	6947	Commerce Department
HE 20	5942	Health and Human Services Department
GA 1	5874	Government Accountability Office
I 19	4848	Interior Department
D 101	4793	Defense Department
S 1	4335	State Department
A 1	4270	Agriculture
C 13	3882	Commerce Department
ED 1	2765	Education Department
I 49	2715	Interior Department
EP 1	2713	Environmental protection Agency
L 2	2342	Labor Department
I 29	1988	Interior Department
C 55	1821	Commerce Department
I 1	1510	Interior Department
D 103	1492	Defense Department
PREX 3	1192	Executive Office of the President
A 17	1125	Agriculture
HH 1	1093	Housing and Urban Development Department
TD 2	978	Transportation Department
FS 5	901	
J 28	864	Justice Department
C 22	850	Commerce Department
D 301	842	Defense Department
J 1	826	Justice Department
II 0	784	
C 18	767	Commerce Department
ITC 1	746	International Trade Commission
E 1	723	Energy Department
C 61	713	Commerce Department
L 1	704	Labor Department
I 53	652	Interior Department
TC 1	605	
D 1	567	Defense Department
TD 4	565	Transportation Department
SBA 1	563	Small Business Administration
Y 10	544	Congress
VA 1	523	Veterans Affairs Department
T 22	514	Treasury Department
TD 1	510	Transportation Department
A 93	497	Agriculture
SI 1	490	Smithsonian Institution
I 27	478	Interior Department
D 5	477	Defense Department
A 57	460	Agriculture
C 1	450	Commerce Department
TD 7	434	Transportation Department
TD 8	421	Transportation Department
J 26	403	Justice Department
D 207	401	Defense Department
CR 1	384	Civil Rights Commission
J 29	375	Justice Department
D 114	374	Defense Department
PM 1	372	Personnel Management Office
L 13	371	Labor Department
TD 5	354	Transportation Department
L 37	351	Labor Department
FEM 1	347	
L 35	331	Labor Department
HE 23	315	Health and Human Services Department
LC 1	306	Library of Congress
NS 1	297	National Science Foundation
L 38	291	Labor Department
D 214	291	Defense Department
SI 3	287	Smithsonian Institution
HE 1	284	Health and Human Services Department
HE 19	278	Health and Human Services Department
FS 2	261	
J 32	260	Justice Department
PREX 1	253	Executive Office of the President
AE 1	250	National Archives and Records Administration
L 36	250	Labor Department
D 201	237	Defense Department
C 56	226	Commerce Department
CS 1	223	
P 1	222	United States Postal Service
A 77	219	Agriculture
HE 22	216	Health and Human Services Department
FT 1	214	Federal Trade Commission
A 88	195	Agriculture
JU 13	194	Judiciary
HE 3	193	Health and Human Services Department
T 17	190	Treasury Department
ER 1	188	
C 57	187	Commerce Department
PREX 2	186	Executive Office of the President
L 29	180	Labor Department
PR 40	176	President of the United States
EP 5	170	Environmental protection Agency
GS 4	166	General Services Administration
PR 32	162	President of the United States
L 16	162	Labor Department
S 18	161	State Department
E 3	160	Energy Department
A 98	157	Agriculture
PE 1	154	Peace Corps
T 1	154	Treasury Department
C 51	152	Commerce Department
A 105	150	Agriculture
FS 14	149	
I 20	148	Interior Department
LC 19	145	Library of Congress
C 46	139	Commerce Department
NF 3	135	National Foundation on the Arts and the Humanities
IC 1	133	Interstate Commerce Commission
FS 3	130	
SSA 1	126	Social Security Administration
A 67	124	Agriculture
TD 3	124	Transportation Department
