Y 4	78556	Congress
Y 3	20868	Congress
A 13	12536	Agriculture
NAS 1	9876	National Aeronautics and Space Administration
I 28	9273	Interior Department
Y 1	9129	Congress
C 3	6919	Commerce Department
HE 20	5921	Health and Human Services Department
GA 1	5822	Government Accountability Office
D 101	4792	Defense Department
I 19	4743	Interior Department
S 1	4322	State Department
A 1	4253	Agriculture
C 13	3878	Commerce Department
ED 1	2745	Education Department
I 49	2709	Interior Department
EP 1	2703	Environmental protection Agency
L 2	2330	Labor Department
I 29	1941	Interior Department
C 55	1818	Commerce Department
I 1	1509	Interior Department
D 103	1492	Defense Department
PREX 3	1192	Executive Office of the President
A 17	1125	Agriculture
HH 1	1092	Housing and Urban Development Department
TD 2	958	Transportation Department
FS 5	901	
J 28	854	Justice Department
C 22	850	Commerce Department
D 301	822	Defense Department
J 1	816	Justice Department
II 0	784	
C 18	766	Commerce Department
ITC 1	746	International Trade Commission
C 61	713	Commerce Department
L 1	697	Labor Department
E 1	678	Energy Department
I 53	645	Interior Department
TC 1	604	
D 1	566	Defense Department
SBA 1	560	Small Business Administration
TD 4	544	Transportation Department
Y 10	543	Congress
VA 1	521	Veterans Affairs Department
T 22	505	Treasury Department
TD 1	499	Transportation Department
SI 1	488	Smithsonian Institution
A 93	478	Agriculture
D 5	477	Defense Department
I 27	475	Interior Department
A 57	459	Agriculture
C 1	449	Commerce Department
TD 7	432	Transportation Department
TD 8	414	Transportation Department
D 207	401	Defense Department
J 26	399	Justice Department
CR 1	384	Civil Rights Commission
D 114	373	Defense Department
L 13	370	Labor Department
PM 1	369	Personnel Management Office
J 29	368	Justice Department
TD 5	349	Transportation Department
L 37	346	Labor Department
FEM 1	344	
L 35	328	Labor Department
HE 23	303	Health and Human Services Department
LC 1	301	Library of Congress
NS 1	294	National Science Foundation
L 38	291	Labor Department
D 214	291	Defense Department
SI 3	287	Smithsonian Institution
HE 1	280	Health and Human Services Department
HE 19	277	Health and Human Services Department
FS 2	258	
J 32	250	Justice Department
AE 1	249	National Archives and Records Administration
PREX 1	247	Executive Office of the President
L 36	240	Labor Department
D 201	236	Defense Department
C 56	226	Commerce Department
CS 1	223	
P 1	222	United States Postal Service
FT 1	213	Federal Trade Commission
HE 22	207	Health and Human Services Department
A 77	205	Agriculture
A 88	195	Agriculture
JU 13	193	Judiciary
HE 3	190	Health and Human Services Department
T 17	189	Treasury Department
ER 1	187	
C 57	187	Commerce Department
PREX 2	186	Executive Office of the President
L 29	179	Labor Department
PR 40	174	President of the United States
EP 5	169	Environmental protection Agency
GS 4	165	General Services Administration
PR 32	161	President of the United States
L 16	161	Labor Department
A 98	157	Agriculture
PE 1	154	Peace Corps
T 1	154	Treasury Department
S 18	154	State Department
C 51	152	Commerce Department
A 105	150	Agriculture
FS 14	149	
I 20	146	Interior Department
LC 19	140	Library of Congress
C 46	139	Commerce Department
NF 3	135	National Foundation on the Arts and the Humanities
IC 1	133	Interstate Commerce Commission
FS 3	130	
A 67	124	Agriculture
SSA 1	123	Social Security Administration
A 101	122	Agriculture
FR 1	121	Federal Reserve System Board of Governors
TD 3	121	Transportation Department
NF 2	121	National Foundation on the Arts and the Humanities
D 208	120	Defense Department
E 3	120	Energy Department
FS 13	119	
D 7	116	Defense Department
A 92	116	Agriculture
GS 1	113	General Services Administration
C 59	111	Commerce Department
PR 42	110	President of the United States
EP 2	108	Environmental protection Agency
EP 6	105	Environmental protection Agency
AA 1	105	
C 47	103	Commerce Department
C 60	103	Commerce Department
LC 30	103	Library of Congress
C 21	100	Commerce Department
T 70	94	Treasury Department
